localId,brand,manufacturer,name,manufacturerRef,manufacturerRefs,variants,variantCount,categoryPath,description,imageUrls,imageCount,registrationDocument,kzEvidence,status,reviewReasons,sourcePageUrl
izalgin-lak-razdelit-1l-vladmiva,ВладМиВа,АО «ОЭЗ «ВладМиВа»,ИЗАЛЬГИН/1 л,00000025923,00000025923,,1,Стоматология > Стоматологические материалы > Зуботехнические,Лак разделительный зуботехнический «Изальгин» по ТУ 9391-002-45814830-2003,https://www.vladmiva.ru/upload/iblock/f0e/4eleslqw6u2xalsrghzfn3owcwximyfg.jpg,1,https://www.vladmiva.ru/DocumentsReg/%D0%98%D0%B7%D0%B0%D0%BB%D1%8C%D0%B3%D0%B8%D0%BD-%D0%A0%D0%A32008-02236-23-10-2017.pdf,BRAND_PRESENT_IN_KZ_CATALOG,OFFICIAL_DENTAL_PRODUCT_IDENTITY_READY,,https://www.vladmiva.ru/products/zubotekhnicheskie/izalgin-lak-razdelit-1l-vladmiva/
izalgin-lak-razdelit-125ml-vladmiva,ВладМиВа,АО «ОЭЗ «ВладМиВа»,ИЗАЛЬГИН/125 мл,00000001233,00000001233,,1,Стоматология > Стоматологические материалы > Зуботехнические,Лак разделительный зуботехнический «Изальгин» по ТУ 9391-002-45814830-2003,https://www.vladmiva.ru/upload/iblock/79b/pml5o8wa26int52502f790romsvyw85f.jpg,1,https://www.vladmiva.ru/DocumentsReg/%D0%98%D0%B7%D0%B0%D0%BB%D1%8C%D0%B3%D0%B8%D0%BD-%D0%A0%D0%A32008-02236-23-10-2017.pdf,BRAND_PRESENT_IN_KZ_CATALOG,OFFICIAL_DENTAL_PRODUCT_IDENTITY_READY,,https://www.vladmiva.ru/products/zubotekhnicheskie/izalgin-lak-razdelit-125ml-vladmiva/
izalgin-lak-razdelit-500ml-vladmiva,ВладМиВа,АО «ОЭЗ «ВладМиВа»,ИЗАЛЬГИН/500 мл,00000018711,00000018711,,1,Стоматология > Стоматологические материалы > Зуботехнические,Лак разделительный зуботехнический «Изальгин» по ТУ 9391-002-45814830-2003,https://www.vladmiva.ru/upload/iblock/3b8/a1ijgygo345oyun870iu2lz53vxuyymz.jpg,1,https://www.vladmiva.ru/DocumentsReg/%D0%98%D0%B7%D0%B0%D0%BB%D1%8C%D0%B3%D0%B8%D0%BD-%D0%A0%D0%A32008-02236-23-10-2017.pdf,BRAND_PRESENT_IN_KZ_CATALOG,OFFICIAL_DENTAL_PRODUCT_IDENTITY_READY,,https://www.vladmiva.ru/products/zubotekhnicheskie/izalgin-lak-razdelit-500ml-vladmiva/
izosprey-lak-razdelit-g-g-0-5l-vladmiva,ВладМиВа,АО «ОЭЗ «ВладМиВа»,ИЗОСПРЕЙ/лак разделительный гипса от гипса,00000060789,00000060789 | 00000056116,500 мл=00000060789 | 1л=00000056116,2,Стоматология > Стоматологические материалы > Зуботехнические,ЛАК РАЗДЕЛИТЕЛЬНЫЙ ГИПСА ОТ ГИПСА Форма выпуска 500 мл 1л Купить в интернет-магазине Декларация/Сертификат соответствия,https://www.vladmiva.ru/upload/iblock/802/dectjdum5djr31gdprn2ehwv7kakv17c.jpg | https://www.vladmiva.ru/upload/iblock/c2a/y63f8t1uw3e6lkjug2azypfa88mml8va.jpg,2,,BRAND_PRESENT_IN_KZ_CATALOG,OFFICIAL_DENTAL_PRODUCT_IDENTITY_READY,,https://www.vladmiva.ru/products/zubotekhnicheskie/izosprey-lak-razdelit-g-g-0-5l-vladmiva/
nolatek-blok-15-19-39-a0-blich,ВладМиВа,АО «ОЭЗ «ВладМиВа»,НОЛАТЕК - БЛОК,00000088147,00000088147 | 00000088146 | 00000086609 | 00000086481 | 00000086482 | 00000086483 | 00000086484 | 00000086485 | 00000092882 | 00000092080 | 00000095645 | 00000095364 | 00000095361 | 00000095362 | 00000095363 | 00000095365 | 00000092068 | 00000093122 | 00000056553 | 00000092072 | 00000095790,"БЛОК/BL/для постоянных коронок/15,5х19,0х39,0 мм/1 шт=00000088147 | БЛОК/А 3,5/для постоянных коронок/15,5х19,0х39,0 мм/1 шт=00000088146 | БЛОК/А 2/для постоянных коронок/15,5х19,0х39,0 мм/1 шт=00000086609 | БЛОК/А 1/для временных коронок/15,5х19,0х39,0 мм/1 шт=00000086481 | БЛОК/А 1/для постоянных коронок/15,5х19,0х39,0 мм/1 шт=00000086482 | БЛОК/А 2/для временных коронок/15,5х19,0х39,0 мм/1 шт=00000086483 | БЛОК/В 1/для временных коронок/15,5х19,0х39,0 мм/1 шт=00000086484 | БЛОК/В 1/для постоянных коронок/15,5х19,0х39,0 мм/1 шт=00000086485 | БЛОК/ А3 /для постоянных коронок/15,5х19,0х39,0 мм=00000092882 | БЛОК/BL/для постоянных коронок/15,5х19,0х19,0 мм=00000092080 | БЛОК/А3/для постоянных коронок/15,5х19,0х19,0 мм=00000095645 | БЛОК/A1 /для постоянных коронок/15,5х19,0х55,0 мм=00000095364 | БЛОК/А 2/для постоянных коронок/15,5х19,0х55,0 мм=00000095361 | БЛОК/ А3 /для постоянных коронок/15,5х19,0х55,0 мм=00000095362 | БЛОК/А 3,5/для постоянных коронок/15,5х19,0х55,0 мм=00000095363 | БЛОК/BL/для постоянных коронок/15,5х19,0х55,0 мм=00000095365 | БЛОК /А2 /3шт/для постоянных коронок 15,5*19*39=00000092068 | БЛОК /А3,5 /3шт/для постоянных коронок 15,5*19*39=00000093122 | Блок набор А2 /3шт/для постоянных коронок 13*15*18=00000056553 | БЛОК стартовый набор / 20 шт/ 4 цвета=00000092072 | БЛОК стартовый набор / 20 шт/ 4 цвета (8 шт+ 8 шт + 3 шт + 1 шт)=00000095790",21,Стоматология > Стоматологические материалы > Зуботехнические,Материалы полимерные для базисов зубных протезов по ТУ 9391-129-45814830-2014,https://www.vladmiva.ru/upload/iblock/285/w65y0qagj5gbkf963ix3d8gwprpycmgx.jpg | https://www.vladmiva.ru/upload/medialibrary/208/sew6qdlleyll3h6eu40se9ftwq4p43e2.jpg | https://www.vladmiva.ru/upload/medialibrary/b78/kya0y8w9lqi5bk88y3s8rrdqz8ybzejq.jpg | https://www.vladmiva.ru/upload/iblock/f6c/slmgz40uwauw4wo0awm1a4hc8qkjg64t.jpg | https://www.vladmiva.ru/upload/iblock/585/4p0stdcr6aal6jqqont2gm3u97wss3sj.jpg | https://www.vladmiva.ru/upload/iblock/0b8/bkzv90rb2tx8x67brfwc87pb4d4neosm.jpg | https://www.vladmiva.ru/upload/iblock/4f6/njm0asgu69txxpfesgj4x82ofyrzpm5u.jpg | https://www.vladmiva.ru/upload/iblock/b9f/mtn65jrvruxjzj944a339u07ftq501aa.jpg | https://www.vladmiva.ru/upload/iblock/5e8/tvit45ot23zmpwqw1ov7uhh76dr8i49z.jpg | https://www.vladmiva.ru/upload/iblock/e05/bj0308i38p90175ds8woaib2nco5aiup.jpg | https://www.vladmiva.ru/upload/iblock/1b3/97f1t10cp4l61pgf6fiwwaok9495vn9z.jpg | https://www.vladmiva.ru/upload/iblock/b45/66328fl5xo49yzydw3hxlf3einik5q1l.jpg | https://www.vladmiva.ru/upload/iblock/ccc/7mhkxzipqfap783j74wwx5sblhme33kc.jpg | https://www.vladmiva.ru/upload/iblock/759/ljfmww3bd3hw58sl5lzjx112ex78d56h.jpg | https://www.vladmiva.ru/upload/iblock/e2d/rz3307zveuqqjksrb5m7zim2zsvgde6x.jpg | https://www.vladmiva.ru/upload/iblock/b3e/6hc9bof4s3dhqbbyxtw18rdtghna9ufd.jpg | https://www.vladmiva.ru/upload/iblock/986/5wc2qv6w2z8so6xgihf9js2px63s2mo4.jpg | https://www.vladmiva.ru/upload/iblock/fa8/xd5ye4vsw3gsa9j7s7tw1ktvpvich2vp.jpg | https://www.vladmiva.ru/upload/iblock/8f5/rfr1j59h74piapoeie8bc6vtr3a21mqq.jpg | https://www.vladmiva.ru/upload/iblock/71b/0ldy4ucfuwjh1fphdnfeqloue6k2btiz.jpg | https://www.vladmiva.ru/upload/iblock/558/p9b1c7uizs7eulla45giwn62n3nyqg3a.jpg | https://www.vladmiva.ru/upload/iblock/655/k6sf2yftawtsrh4w9tffhogcams0gqc6.jpg | https://www.vladmiva.ru/upload/iblock/cb3/ijj2bzeseo3e8r735a73qhohrnsmf20d.jpg | https://www.vladmiva.ru/upload/iblock/5e9/9e2c2hajrvv69118gbannfl7kuzcqmvn.jpg | https://www.vladmiva.ru/upload/iblock/342/he3ln4ofuxqp67tf4m960nks52bdoiee.jpg | https://www.vladmiva.ru/upload/iblock/720/gfy2todmgcx5xemgkkdlm2tk0zhwc7fu.jpg | https://www.vladmiva.ru/upload/iblock/8ee/yuj7vqdhwb22nwxg34x50euzw1olm931.jpg | https://www.vladmiva.ru/upload/iblock/727/pfonvzh0qw8ror2ygcmpomij7pa77xtw.jpg | https://www.vladmiva.ru/upload/iblock/dab/7s1net8x3ulxbjtf4fsh74ikrmliufw2.jpg | https://www.vladmiva.ru/upload/iblock/1e7/7wuhrvtdp5l4fda1yrhxnut2uxl2wv4n.jpg | https://www.vladmiva.ru/upload/iblock/8ac/xfezt6tidtv2laqdj377izwwl5j8efeo.jpg | https://www.vladmiva.ru/upload/iblock/b8c/dz6b3avxz31cmtfc6054efvqqj2im8jr.jpg | https://www.vladmiva.ru/upload/iblock/0eb/7fs8c562325zy1hb9a6fm5nsbo7pib3x.jpg | https://www.vladmiva.ru/upload/iblock/a14/qa8yh5czfhb74x6r4kfmcymkln8vzggk.jpg | https://www.vladmiva.ru/upload/iblock/c97/1x8kvqxvdqkclevp4fb2nxnharhyhfif.jpg | https://www.vladmiva.ru/upload/iblock/ccd/kdujc1w0inh2ltr57f06smh16er9kp9a.jpg | https://www.vladmiva.ru/upload/iblock/1f3/kl78d5ocy4jwkwe4spmcap6hz8t8lxnx.jpg | https://www.vladmiva.ru/upload/iblock/7bc/icjm7zlk1hotyatpoz0twc07e9r64r8w.jpg,38,https://www.vladmiva.ru/DocumentsReg/%D0%9F%D0%BB%D0%B0%D1%81%D1%82%D0%BC%D0%B0%D1%81%D1%81%D1%8B_2018.pdf,BRAND_PRESENT_IN_KZ_CATALOG,OFFICIAL_DENTAL_PRODUCT_IDENTITY_READY,,https://www.vladmiva.ru/products/zubotekhnicheskie/nolatek-blok-15-19-39-a0-blich/
nolatek-opakovaya-massa-do1-rozovaya-1-8g-vmv,ВладМиВа,АО «ОЭЗ «ВладМиВа»,"НОЛАТЕК - опаковая масса/розовая (DO1)/1,8 г",00000043543,00000043543,,1,Стоматология > Стоматологические материалы > Зуботехнические,Материалы полимерные для базисов зубных протезов по ТУ 9391-129-45814830-2014,https://www.vladmiva.ru/upload/iblock/db1/qss3yuvwdfvly7e0dytx891ciw3utpr4.png,1,https://www.vladmiva.ru/DocumentsReg/%D0%9F%D0%BB%D0%B0%D1%81%D1%82%D0%BC%D0%B0%D1%81%D1%81%D1%8B_2018.pdf,BRAND_PRESENT_IN_KZ_CATALOG,OFFICIAL_DENTAL_PRODUCT_IDENTITY_READY,,https://www.vladmiva.ru/products/zubotekhnicheskie/nolatek-opakovaya-massa-do1-rozovaya-1-8g-vmv/
otbel-125ml-zhid-d-otbeliv-nerzh-stali-vladmiva,ВладМиВа,АО «ОЭЗ «ВладМиВа»,ОТБЕЛ,00000001316,00000001316 | 00000004631 | 00000033451,125 мл=00000001316 | 3 л=00000004631 | 900 мл=00000033451,3,Стоматология > Стоматологические материалы > Зуботехнические,Жидкость стоматологическая для отбеливания изделий из нержавеющей стали «Отбел» по ТУ 9391-009-45814830-2010,https://www.vladmiva.ru/upload/iblock/81e/j9xqm5uq877h7022h5lo97ic63ofuctk.jpg | https://www.vladmiva.ru/upload/iblock/9ff/dln42sn1xxkgku1sr49xmypu2t55n7dy.jpg | https://www.vladmiva.ru/upload/iblock/956/bqtwfl9qkmwst0p77fpoxnzoky3fhmo9.jpg,3,https://www.vladmiva.ru/DocumentsReg/%D0%9E%D1%82%D0%B1%D0%B5%D0%BB-%D0%A0%D0%A3%202011-10333%20%D0%BE%D1%82%2001-12-17.pdf,BRAND_PRESENT_IN_KZ_CATALOG,OFFICIAL_DENTAL_PRODUCT_IDENTITY_READY,,https://www.vladmiva.ru/products/zubotekhnicheskie/otbel-125ml-zhid-d-otbeliv-nerzh-stali-vladmiva/
poliset-poroshok-z-tekh-2kg-vladmiva,ВладМиВа,АО «ОЭЗ «ВладМиВа»,ПОЛИСЕТ - ПОРОШОК,00000012037,00000012037 | 00000001303,2 кг=00000012037 | 4 кг=00000001303,2,Стоматология > Стоматологические материалы > Зуботехнические,"Материал для полировки готовых протезов из нержавеющей сталей, сплавов и пластмасс «Полисет» по ТУ 9391-003-45814830-2003",https://www.vladmiva.ru/upload/iblock/174/iwnlrwduwod6el7fscxovym8dke6rm6n.jpg | https://www.vladmiva.ru/upload/iblock/516/98g2yirskrtatxehvpyfoipj9ojsed01.jpg,2,https://www.vladmiva.ru/DocumentsReg/%D0%A0%D0%A3%20%D0%9F%D0%BE%D0%BB%D0%B8%D1%81%D0%B5%D1%82%2014_06_2020.pdf,BRAND_PRESENT_IN_KZ_CATALOG,OFFICIAL_DENTAL_PRODUCT_IDENTITY_READY,,https://www.vladmiva.ru/products/zubotekhnicheskie/poliset-poroshok-z-tekh-2kg-vladmiva/
poliset-n-1-100-g-vladmiva-,ВладМиВа,АО «ОЭЗ «ВладМиВа»,ПОЛИСЕТ №1/100 г,00000034836,00000034836,,1,Стоматология > Стоматологические материалы > Зуботехнические,"Материал для полировки готовых протезов из нержавеющей сталей, сплавов и пластмасс «Полисет» по ТУ 9391-003-45814830-2003",https://www.vladmiva.ru/upload/iblock/ee9/28u81ldel8l7p2zrsro3qingfgmbobqn.jpg,1,https://www.vladmiva.ru/DocumentsReg/%D0%A0%D0%A3%20%D0%9F%D0%BE%D0%BB%D0%B8%D1%81%D0%B5%D1%82%2014_06_2020.pdf,BRAND_PRESENT_IN_KZ_CATALOG,OFFICIAL_DENTAL_PRODUCT_IDENTITY_READY,,https://www.vladmiva.ru/products/zubotekhnicheskie/poliset-n-1-100-g-vladmiva-/
poliset-n-2-100-g-vladmiva-,ВладМиВа,АО «ОЭЗ «ВладМиВа»,ПОЛИСЕТ №2/100 г,00000034837,00000034837,,1,Стоматология > Стоматологические материалы > Зуботехнические,"Материал для полировки готовых протезов из нержавеющей сталей, сплавов и пластмасс «Полисет» по ТУ 9391-003-45814830-2003",https://www.vladmiva.ru/upload/iblock/4f6/3k08zz591of39y8wld7ucsyswftms7hq.jpg,1,https://www.vladmiva.ru/DocumentsReg/%D0%A0%D0%A3%20%D0%9F%D0%BE%D0%BB%D0%B8%D1%81%D0%B5%D1%82%2014_06_2020.pdf,BRAND_PRESENT_IN_KZ_CATALOG,OFFICIAL_DENTAL_PRODUCT_IDENTITY_READY,,https://www.vladmiva.ru/products/zubotekhnicheskie/poliset-n-2-100-g-vladmiva-/
poliset-n-3-100-g-vladmiva-,ВладМиВа,АО «ОЭЗ «ВладМиВа»,ПОЛИСЕТ №3/100 г,00000034838,00000034838,,1,Стоматология > Стоматологические материалы > Зуботехнические,"Материал для полировки готовых протезов из нержавеющей сталей, сплавов и пластмасс «Полисет» по ТУ 9391-003-45814830-2003",https://www.vladmiva.ru/upload/iblock/4a3/sd0ief73lzknlenm5jlnho58ko5z1c1q.jpg,1,https://www.vladmiva.ru/DocumentsReg/%D0%A0%D0%A3%20%D0%9F%D0%BE%D0%BB%D0%B8%D1%81%D0%B5%D1%82%2014_06_2020.pdf,BRAND_PRESENT_IN_KZ_CATALOG,OFFICIAL_DENTAL_PRODUCT_IDENTITY_READY,,https://www.vladmiva.ru/products/zubotekhnicheskie/poliset-n-3-100-g-vladmiva-/
poliset-n-4-400g-na-vodnoy-osnove-d-plas-vladmiva,ВладМиВа,АО «ОЭЗ «ВладМиВа»,ПОЛИСЕТ №4/400 г,00000001632,00000001632,,1,Стоматология > Стоматологические материалы > Зуботехнические,"Материал для полировки готовых протезов из нержавеющей сталей, сплавов и пластмасс «Полисет» по ТУ 9391-003-45814830-2003",https://www.vladmiva.ru/upload/iblock/ecb/r6ao14v8zu7hueiaxmbqla2sr1qtgse3.jpg,1,https://www.vladmiva.ru/DocumentsReg/%D0%A0%D0%A3%20%D0%9F%D0%BE%D0%BB%D0%B8%D1%81%D0%B5%D1%82%2014_06_2020.pdf,BRAND_PRESENT_IN_KZ_CATALOG,OFFICIAL_DENTAL_PRODUCT_IDENTITY_READY,,https://www.vladmiva.ru/products/zubotekhnicheskie/poliset-n-4-400g-na-vodnoy-osnove-d-plas-vladmiva/
pripoy-psrmts-40-0g-s-flyusom-vladmiva,ВладМиВа,АО «ОЭЗ «ВладМиВа»,ПРОВОЛОКА ПРИПОЯ СЕРЕБРЯНОГО ПСрМц-37/40 г,00000000115,00000000115,,1,Стоматология > Стоматологические материалы > Зуботехнические,Проволока припоя серебряного для ортопедической стоматологии ПСрМЦ-37-ППСС-37 по ТУ 9391 001 45814830-2002,https://www.vladmiva.ru/upload/iblock/0be/l07p20zvzkkhllgbibylfqrxx2h7qyav.jpg,1,https://www.vladmiva.ru/DocumentsReg/%D0%9F%D1%80%D0%B8%D0%BF%D0%BE%D0%B9-%D0%A0%D0%A3%202009-06285%20%D0%BE%D1%82%2001-12-17.pdf,BRAND_PRESENT_IN_KZ_CATALOG,OFFICIAL_DENTAL_PRODUCT_IDENTITY_READY,,https://www.vladmiva.ru/products/zubotekhnicheskie/pripoy-psrmts-40-0g-s-flyusom-vladmiva/
splav-legkoplavkiy-vladmiva-60-g,ВладМиВа,АО «ОЭЗ «ВладМиВа»,СПЛАВ ЛЕГКОПЛАВКИЙ/60 г,00000000120,00000000120,,1,Стоматология > Стоматологические материалы > Зуботехнические,Сплав зуботехнический легкоплавкий для изготовления штампов и моделей СЗЛ «ВладМиВа» по ТУ 9391-046-45814830-2001,https://www.vladmiva.ru/upload/iblock/39c/v9wv6kz4pur7wynb4sfwucv0gix4wi8d.jpg,1,https://www.vladmiva.ru/DocumentsReg/%D0%A1%D0%BF%D0%BB%D0%B0%D0%B2%20%D1%81%D1%82%D0%BE%D0%BC%D0%B0%D1%82%D0%BE%D0%BB%D0%BE%D0%B3%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%B8%D0%B9%20%D0%BB%D0%B5%D0%B3%D0%BA%D0%BE%D1%81%D0%BF%D0%BB%D0%B0%D0%B2%D0%BA%D0%B8%D0%B9.pdf,BRAND_PRESENT_IN_KZ_CATALOG,OFFICIAL_DENTAL_PRODUCT_IDENTITY_READY,,https://www.vladmiva.ru/products/zubotekhnicheskie/splav-legkoplavkiy-vladmiva-60-g/
estker-disk-3d-pro-ml-c1-98-12mm-vmv,ВладМиВа,АО «ОЭЗ «ВладМиВа»,ЭСТКЕР/диски/3D PRO MULTILAYER/C,00000071645,00000071645 | 00000071772 | 00000071773 | 00000078406 | 00000078407 | 00000078408 | 00000078409 | 00000071644 | 00000071774 | 00000071775 | 00000067771 | 00000078410 | 00000078411 | 00000078412 | 00000071790 | 00000071776 | 00000071777 | 00000078413 | 00000078414 | 00000078415 | 00000078416,1/98*12 мм=00000071645 | 1/98*14 мм=00000071772 | 1/98*16 мм=00000071773 | 1/98*18 мм=00000078406 | 1/98*20 мм=00000078407 | 1/98*22 мм=00000078408 | 1/98*25 мм=00000078409 | 2/98*12 мм=00000071644 | 2/98*14 мм=00000071774 | 2/98*16 мм=00000071775 | 2/98*18 мм=00000067771 | 2/98*20 мм=00000078410 | 2/98*22 мм=00000078411 | 2/98*25 мм=00000078412 | 3/98*12 мм=00000071790 | 3/98*14 мм=00000071776 | 3/98*16 мм=00000071777 | 3/98*18 мм=00000078413 | 3/98*20 мм=00000078414 | 3/98*22 мм=00000078415 | 3/98*25 мм=00000078416,21,Стоматология > Стоматологические материалы > Зуботехнические,ДИСКИ НА ОСНОВЕ ОКСИДА ЦИРКОНИЯ ДЛЯ CAD/CAM ФРЕЗЕРОВАНИЯ Форма выпуска 1/98*12 мм 1/98*14 мм 1/98*16 мм 1/98*18 мм 1/98*20 мм 1/98*22 мм 1/98*25 мм 2/98*12 мм 2/98*14 мм 2/98*16 мм 2/98*18 мм 2/98*20 мм 2/98*22 мм 2/98*25 мм 3/98*12 мм 3/98*14 мм 3/98*16 мм 3/98*18 мм 3/98*20 мм 3/98*22 мм 3/98*25 мм Купить в интернет-магазине Декларация/Сертификат соответствия,https://www.vladmiva.ru/upload/iblock/309/wg7jwt6ket02zl9wb6wxulvc1mv5uuns.jpg,1,,BRAND_PRESENT_IN_KZ_CATALOG,OFFICIAL_DENTAL_PRODUCT_IDENTITY_READY,,https://www.vladmiva.ru/products/zubotekhnicheskie/estker-disk-3d-pro-ml-c1-98-12mm-vmv/
estker-disk-3d-pro-ml-d2-98-12mm-vmv,ВладМиВа,АО «ОЭЗ «ВладМиВа»,ЭСТКЕР/диски/3D PRO MULTILAYER/D,00000071788,00000071788 | 00000071768 | 00000071769 | 00000078417 | 00000078418 | 00000078419 | 00000078420 | 00000071789 | 00000071770 | 00000071771 | 00000078421 | 00000078422 | 00000078188 | 00000078189 | 00000078190 | 00000078191 | 00000078192 | 00000078193 | 00000078194 | 00000078195 | 00000078196,2/98*12 мм=00000071788 | 2/98*14 мм=00000071768 | 2/98*16 мм=00000071769 | 2/98*18 мм=00000078417 | 2/98*20 мм=00000078418 | 2/98*22 мм=00000078419 | 2/98*25 мм=00000078420 | 3/98*12 мм=00000071789 | 3/98*14 мм=00000071770 | 3/98*16 мм=00000071771 | 3/98*18 мм=00000078421 | 3/98*20 мм=00000078422 | 3/98*22 мм=00000078188 | 3/98*25 мм=00000078189 | 4/98*12 мм=00000078190 | 4/98*14 мм=00000078191 | 4/98*16 мм=00000078192 | 4/98*18 мм=00000078193 | 4/98*20 мм=00000078194 | 4/98*22 мм=00000078195 | 4/98*25 мм=00000078196,21,Стоматология > Стоматологические материалы > Зуботехнические,ДИСКИ НА ОСНОВЕ ОКСИДА ЦИРКОНИЯ ДЛЯ CAD/CAM ФРЕЗЕРОВАНИЯ Форма выпуска 2/98*12 мм 2/98*14 мм 2/98*16 мм 2/98*18 мм 2/98*20 мм 2/98*22 мм 2/98*25 мм 3/98*12 мм 3/98*14 мм 3/98*16 мм 3/98*18 мм 3/98*20 мм 3/98*22 мм 3/98*25 мм 4/98*12 мм 4/98*14 мм 4/98*16 мм 4/98*18 мм 4/98*20 мм 4/98*22 мм 4/98*25 мм Купить в интернет-магазине Декларация/Сертификат соответствия,https://www.vladmiva.ru/upload/iblock/309/wg7jwt6ket02zl9wb6wxulvc1mv5uuns.jpg,1,,BRAND_PRESENT_IN_KZ_CATALOG,OFFICIAL_DENTAL_PRODUCT_IDENTITY_READY,,https://www.vladmiva.ru/products/zubotekhnicheskie/estker-disk-3d-pro-ml-d2-98-12mm-vmv/
estker-disk-3d-pro-ml-a1-98-12mm-vmv,ВладМиВа,АО «ОЭЗ «ВладМиВа»,ЭСТКЕР/диски/3D PRO MULTILAYER/А,00000065023,00000065023 | 00000065024 | 00000065025 | 00000065026 | 00000065027 | 00000065029 | 00000065030 | 00000065031 | 00000065032 | 00000065033 | 00000065034 | 00000065035 | 00000065036 | 00000065045 | 00000065047 | 00000078175 | 00000065050 | 00000065051 | 00000065052 | 00-00065053 | 00000065037 | 00000065038 | 00000065039 | 00000065040 | 00000065041 | 00000065042 | 00000065044 | 00000078316 | 00000078264 | 00000078317 | 00000078318 | 00000078319 | 00000078320,"1/98*12 мм=00000065023 | 1/98*14 мм=00000065024 | 1/98*16 мм=00000065025 | 1/98*18 мм=00000065026 | 1/98*20 мм=00000065027 | 1/98*22 мм=00000065029 | 2/98*12 мм=00000065030 | 2/98*14 мм=00000065031 | 2/98*16 мм=00000065032 | 2/98*18 мм=00000065033 | 2/98*20 мм=00000065034 | 2/98*22 мм=00000065035 | 2/98*25 мм=00000065036 | 3,5/98*12 мм=00000065045 | 3,5/98*14 мм=00000065047 | 3,5/98*16 мм=00000078175 | 3,5/98*18 мм=00000065050 | 3,5/98*20 мм=00000065051 | 3,5/98*22 мм=00000065052 | 3,5/98*25 мм=00-00065053 | 3/98*12 мм=00000065037 | 3/98*14 мм=00000065038 | 3/98*16 мм=00000065039 | 3/98*18 мм=00000065040 | 3/98*20 мм=00000065041 | 3/98*22 мм=00000065042 | 3/98*25 мм=00000065044 | 4/98*12 мм=00000078316 | 4/98*14 мм=00000078264 | 4/98*18 мм=00000078317 | 4/98*20 мм=00000078318 | 4/98*22 мм=00000078319 | 4/98*25 мм=00000078320",33,Стоматология > Стоматологические материалы > Зуботехнические,"ДИСКИ НА ОСНОВЕ ОКСИДА ЦИРКОНИЯ ДЛЯ CAD/CAM ФРЕЗЕРОВАНИЯ Форма выпуска 1/98*12 мм 1/98*14 мм 1/98*16 мм 1/98*18 мм 1/98*20 мм 1/98*22 мм 1/98*22 мм 2/98*12 мм 2/98*14 мм 2/98*16 мм 2/98*18 мм 2/98*20 мм 2/98*22 мм 2/98*25 мм 3,5/98*12 мм 3,5/98*14 мм 3,5/98*16 мм 3,5/98*16 мм 3,5/98*18 мм 3,5/98*20 мм 3,5/98*22 мм 3,5/98*25 мм 3/98*12 мм 3/98*14 мм 3/98*16 мм 3/98*18 мм 3/98*20 мм 3/98*22 мм 3/98*25 мм 4/98*12 мм 4/98*14 мм 4/98*18 мм 4/98*20 мм 4/98*22 мм 4/98*25 мм Купить в интернет-магазине Декларация/Сертификат соответствия",https://www.vladmiva.ru/upload/iblock/309/wg7jwt6ket02zl9wb6wxulvc1mv5uuns.jpg,1,,BRAND_PRESENT_IN_KZ_CATALOG,OFFICIAL_DENTAL_PRODUCT_IDENTITY_READY,,https://www.vladmiva.ru/products/zubotekhnicheskie/estker-disk-3d-pro-ml-a1-98-12mm-vmv/
